Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Is_Return,TotalAmount
C560540,23203,JUMBO BAG DOILEY PATTERNS,-1,2011-07-19 12:26:00,2.08,12415,Australia,True,-2.08
558537,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-06-30 12:06:00,4.95,12424,Australia,False,14.85
536009,22711,WRAP CIRCUS PARADE,400,2010-11-29 15:07:00,0.34,12415,Australia,False,136.0
500008,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,6,2010-03-04 09:51:00,2.95,12431,Australia,False,17.700000000000003
563614,23242,TREASURE TIN BUFFALO BILL ,96,2011-08-18 08:51:00,1.85,12415,Australia,False,177.60000000000002
C560540,23209,LUNCH BAG DOILEY PATTERN ,-1,2011-07-19 12:26:00,1.65,12415,Australia,True,-1.65
530272,22432,WATERING CAN PINK BUNNY,24,2010-11-02 11:52:00,1.95,12389,Australia,False,46.8
541520,20727,LUNCH BAG  BLACK SKULL.,10,2011-01-19 09:13:00,1.65,12422,Australia,False,16.5
560033,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2011-07-14 13:28:00,2.95,12388,Australia,False,17.700000000000003
C560540,23296,SET OF 6 TEA TIME BAKING CASES,-2,2011-07-19 12:26:00,1.25,12415,Australia,True,-2.5
560033,23019,SMALL APOTHECARY MEASURING JAR ,6,2011-07-14 13:28:00,7.45,12388,Australia,False,44.7
534659,22333,RETROSPOT PARTY BAG + STICKER SET,8,2010-11-23 13:38:00,1.65,12434,Australia,False,13.2
536009,22024,RAINY LADIES BIRTHDAY CARD,72,2010-11-29 15:07:00,0.36,12415,Australia,False,25.92
567085,22983,CARD BILLBOARD FONT,12,2011-09-16 12:38:00,0.42,12434,Australia,False,5.04
547659,21366,MIRRORED WALL ART PHOTO FRAMES,3,2011-03-24 13:05:00,4.25,12434,Australia,False,12.75
540267,22379,RECYCLING BAG RETROSPOT ,100,2011-01-06 11:12:00,1.85,12415,Australia,False,185.0
526756,21908,CHOCOLATE THIS WAY METAL SIGN,12,2010-10-13 10:29:00,2.1,12424,Australia,False,25.200000000000003
534450,21915,RED  HARMONICA IN BOX ,12,2010-11-22 16:10:00,1.25,12393,Australia,False,15.0
569650,21791,VINTAGE HEADS AND TAILS CARD GAME ,72,2011-10-05 12:44:00,1.06,12415,Australia,False,76.32000000000001
513987,21897,POTTING SHED CANDLE CITRONELLA,6,2010-06-30 08:30:00,2.95,12415,Australia,False,17.700000000000003
552956,23284,DOORMAT KEEP CALM AND COME IN,4,2011-05-12 12:34:00,7.95,12431,Australia,False,31.8
574138,23084,RABBIT NIGHT LIGHT,96,2011-11-03 11:26:00,1.79,12415,Australia,False,171.84
540700,22383,LUNCH BAG SUKI  DESIGN ,10,2011-01-11 09:47:00,1.65,12393,Australia,False,16.5
543989,22417,PACK OF 60 SPACEBOY CAKE CASES,120,2011-02-15 09:52:00,0.42,12415,Australia,False,50.4
536009,22960,JAM MAKING SET WITH JARS,120,2010-11-29 15:07:00,3.75,12415,Australia,False,450.0
558536,85152,HAND OVER THE CHOCOLATE   SIGN ,12,2011-06-30 12:06:00,2.1,12424,Australia,False,25.200000000000003
546135,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2011-03-09 15:47:00,0.85,12388,Australia,False,10.2
554126,21731,RED TOADSTOOL LED NIGHT LIGHT,84,2011-05-23 09:14:00,1.65,12431,Australia,False,138.6
556917,22139,RETROSPOT TEA SET CERAMIC 11 PC ,96,2011-06-15 13:37:00,4.25,12415,Australia,False,408.0
543989,22840,ROUND CAKE TIN VINTAGE RED,12,2011-02-15 09:52:00,6.95,12415,Australia,False,83.4
546135,47566,PARTY BUNTING,12,2011-03-09 15:47:00,4.95,12388,Australia,False,59.400000000000006
568708,22384,LUNCH BAG PINK POLKADOT,10,2011-09-28 15:41:00,1.65,12393,Australia,False,16.5
526756,22360,GLASS JAR ENGLISH CONFECTIONERY,6,2010-10-13 10:29:00,2.95,12424,Australia,False,17.700000000000003
536009,22667,RECIPE BOX RETROSPOT ,48,2010-11-29 15:07:00,2.55,12415,Australia,False,122.4
C530933,22325,MOBILE VINTAGE HEARTS ,-1,2010-11-04 17:10:00,4.95,12393,Australia,True,-4.95
545475,22090,PAPER BUNTING RETROSPOT,80,2011-03-03 10:59:00,2.55,12415,Australia,False,204.0
556917,22993,SET OF 4 PANTRY JELLY MOULDS,72,2011-06-15 13:37:00,1.06,12415,Australia,False,76.32000000000001
560033,22478,BIRDHOUSE GARDEN MARKER ,10,2011-07-14 13:28:00,1.25,12388,Australia,False,12.5
534659,22094,RED RETROSPOT TISSUE BOX,12,2010-11-23 13:38:00,1.25,12434,Australia,False,15.0
513987,20685,DOOR MAT RED SPOT,4,2010-06-30 08:30:00,7.49,12415,Australia,False,29.96
528959,22746,POPPY'S PLAYHOUSE LIVINGROOM ,6,2010-10-26 09:25:00,2.1,12411,Australia,False,12.6
569722,22045,SPACEBOY GIFT WRAP,25,2011-10-06 09:31:00,0.42,12431,Australia,False,10.5
525872,20702,PINK PADDED MOBILE,3,2010-10-07 13:49:00,4.25,12393,Australia,False,12.75
563614,22619,SET OF 6 SOLDIER SKITTLES,160,2011-08-18 08:51:00,3.39,12415,Australia,False,542.4
559920,22698,PINK REGENCY TEACUP AND SAUCER,24,2011-07-13 15:31:00,2.55,12415,Australia,False,61.2
565145,22621,TRADITIONAL KNITTING NANCY,48,2011-09-01 13:50:00,1.45,12415,Australia,False,69.6
540267,22525,CHILDRENS GARDEN GLOVES PINK,100,2011-01-06 11:12:00,1.06,12415,Australia,False,106.0
C560540,23207,LUNCH BAG ALPHABET DESIGN,-1,2011-07-19 12:26:00,1.65,12415,Australia,True,-1.65
500008,22382,LUNCH BAG SPACEBOY DESIGN ,10,2010-03-04 09:51:00,1.65,12431,Australia,False,16.5
514810,20685,DOORMAT RED SPOT,2,2010-07-06 11:56:00,7.49,12431,Australia,False,14.98
567085,22505,MEMO BOARD COTTAGE DESIGN,4,2011-09-16 12:38:00,4.95,12434,Australia,False,19.8
556917,21918,SET 12 KIDS COLOUR  CHALK STICKS,288,2011-06-15 13:37:00,0.42,12415,Australia,False,120.96
497879,22382,LUNCH BAG SPACEBOY DESIGN ,100,2010-02-14 11:15:00,1.45,12422,Australia,False,145.0
507148,22308,TEA COSY BLUE STRIPE,6,2010-05-06 12:54:00,2.55,12388,Australia,False,15.3
569650,23523,TREASURE AHOY WALL ART,48,2011-10-05 12:44:00,3.29,12415,Australia,False,157.92000000000002
509378,22623,BOX OF VINTAGE JIGSAW BLOCKS ,3,2010-05-21 15:12:00,4.95,12389,Australia,False,14.85
540267,21244,BLUE POLKADOT PLATE ,96,2011-01-06 11:12:00,1.45,12415,Australia,False,139.2
513987,22099,CARAVAN SQUARE TISSUE BOX,12,2010-06-30 08:30:00,1.25,12415,Australia,False,15.0
541657,22960,JAM MAKING SET WITH JARS,6,2011-01-20 12:11:00,4.25,16321,Australia,False,25.5
525872,22320,BIRDS MOBILE VINTAGE DESIGN,3,2010-10-07 13:49:00,5.95,12393,Australia,False,17.85
576394,22196,SMALL HEART MEASURING SPOONS,160,2011-11-15 10:32:00,0.72,12415,Australia,False,115.2
559919,22139,RETROSPOT TEA SET CERAMIC 11 PC ,48,2011-07-13 15:30:00,4.25,12415,Australia,False,204.0
528335,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2010-10-21 13:45:00,2.95,12400,Australia,False,17.700000000000003
565145,21915,RED  HARMONICA IN BOX ,720,2011-09-01 13:50:00,1.06,12415,Australia,False,763.2
556917,21121,SET/10 RED POLKADOT PARTY CANDLES,288,2011-06-15 13:37:00,1.06,12415,Australia,False,305.28000000000003
556918,21137,BLACK RECORD COVER FRAME,192,2011-06-15 13:37:00,3.39,12415,Australia,False,650.88
556917,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,60,2011-06-15 13:37:00,0.85,12415,Australia,False,51.0
552956,21524,DOORMAT SPOTTY HOME SWEET HOME,2,2011-05-12 12:34:00,7.95,12431,Australia,False,15.9
569650,22193,RED DINER WALL CLOCK,12,2011-10-05 12:44:00,7.65,12415,Australia,False,91.8
540700,22382,LUNCH BAG SPACEBOY DESIGN ,20,2011-01-11 09:47:00,1.65,12393,Australia,False,33.0
513987,22493,PAINT YOUR OWN CANVAS SET,12,2010-06-30 08:30:00,1.65,12415,Australia,False,19.8
526756,22567,20 DOLLY PEGS RETROSPOT,12,2010-10-13 10:29:00,1.25,12424,Australia,False,15.0
519419,48138,DOORMAT UNION FLAG,10,2010-08-17 10:29:00,6.35,12431,Australia,False,63.5
556917,22271,FELTCRAFT DOLL ROSIE,48,2011-06-15 13:37:00,2.55,12415,Australia,False,122.4
526756,21121,SET/10 RED POLKADOT PARTY CANDLES,48,2010-10-13 10:29:00,1.25,12424,Australia,False,60.0
563614,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,240,2011-08-18 08:51:00,3.39,12415,Australia,False,813.6
523115,79067,CORONA MEXICAN TRAY,4,2010-09-20 12:41:00,3.75,12388,Australia,False,15.0
513987,21508,VINTAGE KID DOLLY CARD ,12,2010-06-30 08:30:00,0.42,12415,Australia,False,5.04
536009,21094,SET/6 RED SPOTTY PAPER PLATES,96,2010-11-29 15:07:00,0.64,12415,Australia,False,61.44
523115,35832,WOOLLY HAT SOCK GLOVE ADVENT STRING,24,2010-09-20 12:41:00,2.95,12388,Australia,False,70.80000000000001
543989,22963,JAM JAR WITH GREEN LID,240,2011-02-15 09:52:00,0.72,12415,Australia,False,172.79999999999998
545475,22968,ROSE COTTAGE KEEPSAKE BOX ,24,2011-03-03 10:59:00,8.5,12415,Australia,False,204.0
507148,22612,TEA COSY VINTAGE UNION JACK,4,2010-05-06 12:54:00,3.75,12388,Australia,False,15.0
560473,23170,REGENCY TEA PLATE ROSES ,12,2011-07-19 10:42:00,1.65,12431,Australia,False,19.8
559919,23122,PARTY CHARMS 50 PIECES,144,2011-07-13 15:30:00,0.72,12415,Australia,False,103.68
560033,23250,VINTAGE RED TRIM ENAMEL BOWL ,12,2011-07-14 13:28:00,1.25,12388,Australia,False,15.0
529057,22383,LUNCH BAG SUKI  DESIGN ,10,2010-10-26 12:00:00,1.65,12431,Australia,False,16.5
561040,22730,ALARM CLOCK BAKELIKE IVORY,4,2011-07-24 12:05:00,3.75,12431,Australia,False,15.0
556917,22543,MINI JIGSAW BAKE A CAKE ,240,2011-06-15 13:37:00,0.36,12415,Australia,False,86.39999999999999
545475,22382,LUNCH BAG SPACEBOY DESIGN ,100,2011-03-03 10:59:00,1.45,12415,Australia,False,145.0
526756,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2010-10-13 10:29:00,2.95,12424,Australia,False,17.700000000000003
563614,22629,SPACEBOY LUNCH BOX ,256,2011-08-18 08:51:00,1.65,12415,Australia,False,422.4
569650,23342,MINT DINER WALL CLOCK,12,2011-10-05 12:44:00,7.65,12415,Australia,False,91.8
556917,84510A,SET OF 4 ENGLISH ROSE COASTERS,100,2011-06-15 13:37:00,1.06,12415,Australia,False,106.0
567085,22381,TOY TIDY PINK POLKADOT,5,2011-09-16 12:38:00,2.1,12434,Australia,False,10.5
553546,23298,SPOTTY BUNTING,50,2011-05-17 15:42:00,4.15,12415,Australia,False,207.50000000000003
567085,20749,ASSORTED COLOUR MINI CASES,2,2011-09-16 12:38:00,7.95,12434,Australia,False,15.9
C560540,23237,SET OF 4 KNICK KNACK TINS LEAF,-1,2011-07-19 12:26:00,4.15,12415,Australia,True,-4.15
507148,21123,SET/10 IVORY SPOTTY PARTY CANDLES,24,2010-05-06 12:54:00,1.25,12388,Australia,False,30.0
497363,21218,RED SPOTTY BISCUIT TIN,6,2010-02-09 09:41:00,3.75,12370,Austria,False,22.5
522773,21499,BLUE SPOTS  WRAP,25,2010-09-16 14:34:00,0.42,12369,Austria,False,10.5
571705,21789,KIDS RAIN MAC PINK,24,2011-10-18 15:22:00,0.85,12360,Austria,False,20.4
535576,22611,VINTAGE UNION JACK SHOPPING BAG,3,2010-11-26 15:37:00,4.95,12865,Austria,False,14.85
511229,20654,FIRST CLASS LUGGAGE TAG ,6,2010-06-07 12:28:00,1.25,12358,Austria,False,7.5
576019,21175,GIN + TONIC DIET METAL SIGN,12,2011-11-13 14:31:00,2.55,12865,Austria,False,30.6
493183,21243,PINK  SPOTTY PLATE ,16,2009-12-22 12:03:00,1.69,12440,Austria,False,27.04
576019,22717,CARD DOG AND BALL ,12,2011-11-13 14:31:00,0.42,12865,Austria,False,5.04
519792,22652,TRAVEL SEWING KIT,12,2010-08-20 12:20:00,1.65,12865,Austria,False,19.8
539330,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,4,2010-12-17 09:38:00,4.25,12370,Austria,False,17.0
561627,21498,RED RETROSPOT WRAP ,25,2011-07-28 14:08:00,0.42,12453,Austria,False,10.5
498613,85217,ASSORTED ICE CREAM FRIDGE MAGNETS,12,2010-02-22 09:32:00,0.65,12360,Austria,False,7.800000000000001
561627,21770,OPEN CLOSED METAL SIGN,2,2011-07-28 14:08:00,4.95,12453,Austria,False,9.9
506579,22519,CHILDS GARDEN BRUSH PINK,12,2010-04-30 14:01:00,2.1,12374,Austria,False,25.200000000000003
496864,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2010-02-04 12:08:00,2.95,12373,Austria,False,17.700000000000003
522773,22716,CARD CIRCUS PARADE,12,2010-09-16 14:34:00,0.42,12369,Austria,False,5.04
506579,22518,CHILDS GARDEN BRUSH BLUE,12,2010-04-30 14:01:00,2.1,12374,Austria,False,25.200000000000003
561627,22051,BLUE SCANDINAVIAN PAISLEY WRAP,25,2011-07-28 14:08:00,0.42,12453,Austria,False,10.5
532443,22715,CARD WEDDING DAY,12,2010-11-12 11:31:00,0.42,12360,Austria,False,5.04
562602,23031,DRAWER KNOB CRACKLE GLAZE PINK,12,2011-08-08 10:11:00,1.65,12865,Austria,False,19.8
562602,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,2011-08-08 10:11:00,8.5,12865,Austria,False,17.0
519792,35241,ENAMEL BLUE RIM BISCUIT BIN,3,2010-08-20 12:20:00,4.95,12865,Austria,False,14.85
519792,21239,PINK  SPOTTY CUP,8,2010-08-20 12:20:00,0.85,12865,Austria,False,6.8
571705,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-10-18 15:22:00,1.65,12360,Austria,False,19.8
576019,23247,BISCUIT TIN 50'S CHRISTMAS,6,2011-11-13 14:31:00,2.89,12865,Austria,False,17.34
576345,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,2011-11-14 15:37:00,4.25,12374,Austria,False,17.0
532443,22736,RIBBON REEL MAKING SNOWMEN ,10,2010-11-12 11:31:00,1.65,12360,Austria,False,16.5
559707,POST,POSTAGE,2,2011-07-12 10:04:00,40.0,12358,Austria,False,80.0
562602,23301,GARDENERS KNEELING PAD KEEP CALM ,12,2011-08-08 10:11:00,1.65,12865,Austria,False,19.8
521341,21243,PINK  SPOTTY PLATE ,8,2010-09-03 13:11:00,1.69,12440,Austria,False,13.52
519792,21908,CHOCOLATE THIS WAY METAL SIGN,12,2010-08-20 12:20:00,2.1,12865,Austria,False,25.200000000000003
561627,21704,BAG 250g SWIRLY MARBLES,12,2011-07-28 14:08:00,0.85,12453,Austria,False,10.2
522773,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,2010-09-16 14:34:00,1.25,12369,Austria,False,15.0
559707,15056BL,EDWARDIAN PARASOL BLACK,12,2011-07-12 10:04:00,5.95,12358,Austria,False,71.4
576345,23320,GIANT 50'S CHRISTMAS CRACKER,12,2011-11-14 15:37:00,2.89,12374,Austria,False,34.68
554132,21242,RED RETROSPOT PLATE ,8,2011-05-23 09:43:00,1.69,12360,Austria,False,13.52
535879,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,24,2010-11-29 10:56:00,1.45,12358,Austria,False,34.8
535879,22366,DOORMAT AIRMAIL ,4,2010-11-29 10:56:00,7.95,12358,Austria,False,31.8
561627,22630,DOLLY GIRL LUNCH BOX,12,2011-07-28 14:08:00,1.95,12453,Austria,False,23.4
502607,21533,RETRO SPOT LARGE MILK JUG,3,2010-03-25 13:49:00,4.95,12373,Austria,False,14.85
551054,22583,PACK OF 6 HANDBAG GIFT BOXES,6,2011-04-26 11:44:00,2.55,12429,Austria,False,15.3
502493,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,12,2010-03-25 10:28:00,1.49,12370,Austria,False,17.88
562602,22629,SPACEBOY LUNCH BOX ,12,2011-08-08 10:11:00,1.95,12865,Austria,False,23.4
535576,22750,FELTCRAFT PRINCESS LOLA DOLL,4,2010-11-26 15:37:00,3.75,12865,Austria,False,15.0
519792,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,2010-08-20 12:20:00,1.25,12865,Austria,False,15.0
576345,22423,REGENCY CAKESTAND 3 TIER,2,2011-11-14 15:37:00,12.75,12374,Austria,False,25.5
521126,85227,SET OF 6 3D KIT CARDS FOR KIDS,24,2010-09-02 12:22:00,0.85,12414,Austria,False,20.4
497363,21288,STRIPEY CHOCOLATE NESTING BOXES,6,2010-02-09 09:41:00,2.95,12370,Austria,False,17.700000000000003
559707,15056N,EDWARDIAN PARASOL NATURAL,12,2011-07-12 10:04:00,5.95,12358,Austria,False,71.4
532443,22738,RIBBON REEL SNOWY VILLAGE,10,2010-11-12 11:31:00,1.65,12360,Austria,False,16.5
522773,21432,SET OF 3 CASES WOODLAND DESIGN,2,2010-09-16 14:34:00,5.95,12369,Austria,False,11.9
509627,POST,POSTAGE,3,2010-05-25 09:55:00,40.0,12360,Austria,False,120.0
C521158,85227,SET OF 6 3D KIT CARDS FOR KIDS,-24,2010-09-02 13:53:00,0.85,12414,Austria,True,-20.4
539330,22113,GREY HEART HOT WATER BOTTLE,4,2010-12-17 09:38:00,3.75,12370,Austria,False,15.0
509627,22434,BALLOON PUMP WITH 10 BALLOONS,8,2010-05-25 09:55:00,1.95,12360,Austria,False,15.6
551054,22483,RED GINGHAM TEDDY BEAR ,6,2011-04-26 11:44:00,2.95,12429,Austria,False,17.700000000000003
497363,37449,CERAMIC CAKE STAND + HANGING CAKES,2,2010-02-09 09:41:00,9.95,12370,Austria,False,19.9
571705,23267,SET OF 4 SANTA PLACE SETTINGS,12,2011-10-18 15:22:00,1.25,12360,Austria,False,15.0
554132,85185B,PINK HORSE SOCK PUPPET,6,2011-05-23 09:43:00,2.95,12360,Austria,False,17.700000000000003
493183,22352,LUNCHBOX WITH CUTLERY RETROSPOT ,6,2009-12-22 12:03:00,2.55,12440,Austria,False,15.3
526941,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,24,2010-10-14 10:16:00,2.95,12374,Austria,False,70.80000000000001
511229,85216,ASSORTED CAKES FRIDGE MAGNETS,30,2010-06-07 12:28:00,0.65,12358,Austria,False,19.5
532443,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,2010-11-12 11:31:00,1.65,12360,Austria,False,19.8
547493,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-03-23 12:06:00,2.95,12818,Austria,False,17.700000000000003
535879,POST,POSTAGE,5,2010-11-29 10:56:00,40.0,12358,Austria,False,200.0
559707,48185,DOORMAT FAIRY CAKE,2,2011-07-12 10:04:00,7.95,12358,Austria,False,15.9
554132,21989,PACK OF 20 SKULL PAPER NAPKINS,12,2011-05-23 09:43:00,0.85,12360,Austria,False,10.2
519792,22454,MEASURING TAPE RUSSIAN DOLL RED,6,2010-08-20 12:20:00,2.95,12865,Austria,False,17.700000000000003
576019,22029,SPACEBOY BIRTHDAY CARD,12,2011-11-13 14:31:00,0.42,12865,Austria,False,5.04
576345,22408,MONEY BOX CONFECTIONERY DESIGN,12,2011-11-14 15:37:00,1.25,12374,Austria,False,15.0
522773,21042,RED SPOTTY APRON ,3,2010-09-16 14:34:00,5.95,12369,Austria,False,17.85
545570,22556,PLASTERS IN TIN CIRCUS PARADE ,24,2011-03-03 16:28:00,1.65,12817,Austria,False,39.6
551054,22744,MAKE YOUR OWN MONSOON CARD KIT,6,2011-04-26 11:44:00,2.95,12429,Austria,False,17.700000000000003
576345,46775D,SUNSET COLOUR CHUNKY KNITTED THROW,2,2011-11-14 15:37:00,16.95,12374,Austria,False,33.9
576019,22846,BREAD BIN DINER STYLE RED ,1,2011-11-13 14:31:00,16.95,12865,Austria,False,16.95
559707,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,12,2011-07-12 10:04:00,1.49,12358,Austria,False,17.88
547493,22846,BREAD BIN DINER STYLE RED ,4,2011-03-23 12:06:00,14.95,12818,Austria,False,59.8
554132,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,4,2011-05-23 09:43:00,4.15,12360,Austria,False,16.6
497363,22071,SMALL RETRO SPOT MUG IN BOX  WHITE,6,2010-02-09 09:41:00,3.75,12370,Austria,False,22.5
535879,21231,SWEETHEART CERAMIC TRINKET BOX,12,2010-11-29 10:56:00,1.25,12358,Austria,False,15.0
496864,20725,LUNCH BAG RED SPOTTY,20,2010-02-04 12:08:00,1.65,12373,Austria,False,33.0
522773,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,2010-09-16 14:34:00,1.25,12369,Austria,False,15.0
550998,47566B,TEA TIME PARTY BUNTING,16,2011-04-26 09:12:00,4.95,12414,Austria,False,79.2
554132,21723,ALPHABET HEARTS STICKER SHEET,12,2011-05-23 09:43:00,0.85,12360,Austria,False,10.2
522773,21507,"ELEPHANT, BIRTHDAY CARD, ",12,2010-09-16 14:34:00,0.42,12369,Austria,False,5.04
551054,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-04-26 11:44:00,1.69,12429,Austria,False,13.52
562602,90013A,MIDNIGHT BLUE VINTAGE EARRINGS,4,2011-08-08 10:11:00,3.75,12865,Austria,False,15.0
522773,47594A,CAROUSEL DESIGN WASHBAG,6,2010-09-16 14:34:00,1.95,12369,Austria,False,11.7
554132,21558,SKULL LUNCH BOX WITH CUTLERY ,6,2011-05-23 09:43:00,2.55,12360,Austria,False,15.3
500367,22232,JIGSAW TOADSTOOLS 3 PIECE,8,2010-03-08 08:09:00,1.65,12369,Austria,False,13.2
551054,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-04-26 11:44:00,1.25,12429,Austria,False,15.0
542887,21931,JUMBO STORAGE BAG SUKI,20,2011-02-01 13:10:00,1.95,12373,Austria,False,39.0
559707,15060B,FAIRY CAKE DESIGN UMBRELLA,4,2011-07-12 10:04:00,3.75,12358,Austria,False,15.0
522773,22382,LUNCH BAG SPACEBOY DESIGN ,10,2010-09-16 14:34:00,1.65,12369,Austria,False,16.5
542887,20728,LUNCH BAG CARS BLUE,20,2011-02-01 13:10:00,1.65,12373,Austria,False,33.0
521341,21242,RED SPOTTY PLATE ,8,2010-09-03 13:11:00,1.69,12440,Austria,False,13.52
576019,22154,ANGEL DECORATION 3 BUTTONS ,48,2011-11-13 14:31:00,0.42,12865,Austria,False,20.16
C521158,21829,DINOSAUR KEYRINGS ASSORTED,-36,2010-09-02 13:53:00,0.21,12414,Austria,True,-7.56
506579,21561,DINOSAUR LUNCH BOX WITH CUTLERY,12,2010-04-30 14:01:00,2.55,12374,Austria,False,30.6
497363,22054,MINI CAKE STAND HANGING HEARTS,8,2010-02-09 09:41:00,1.65,12370,Austria,False,13.2
535879,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,12,2010-11-29 10:56:00,1.25,12358,Austria,False,15.0
542887,20726,LUNCH BAG WOODLAND,20,2011-02-01 13:10:00,1.65,12373,Austria,False,33.0
532443,21982,PACK OF 12 SUKI TISSUES ,24,2010-11-12 11:31:00,0.29,12360,Austria,False,6.959999999999999
532443,22712,CARD DOLLY GIRL ,12,2010-11-12 11:31:00,0.42,12360,Austria,False,5.04
535879,22837,HOT WATER BOTTLE BABUSHKA ,4,2010-11-29 10:56:00,4.65,12358,Austria,False,18.6
530967,22595,CHRISTMAS GINGHAM HEART,12,2010-11-05 08:28:00,0.85,12817,Austria,False,10.2
497363,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2010-02-09 09:41:00,1.25,12370,Austria,False,15.0
522773,22331,WOODLAND PARTY BAG + STICKER SET,8,2010-09-16 14:34:00,1.65,12369,Austria,False,13.2
519792,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,12,2010-08-20 12:20:00,0.85,12865,Austria,False,10.2
506579,21238,RED SPOTTY CUP,32,2010-04-30 14:01:00,0.85,12374,Austria,False,27.2
542887,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,2011-02-01 13:10:00,2.95,12373,Austria,False,35.400000000000006
535576,22843,BISCUIT TIN VINTAGE GREEN,2,2010-11-26 15:37:00,6.75,12865,Austria,False,13.5
519792,21973,SET OF 36 MUSHROOM PAPER DOILIES,12,2010-08-20 12:20:00,1.45,12865,Austria,False,17.4
551054,23076,ICE CREAM SUNDAE LIP GLOSS,24,2011-04-26 11:44:00,1.25,12429,Austria,False,30.0
